Month,usg_apt,fg_apt,carrier,type,Scheduled
2,HNL,NRT,DL,Passengers,11807
2,LAX,YYC,AC,Passengers,11792
2,LAX,BOG,AV,Passengers,11770
2,LAX,MEX,4O,Passengers,11753
2,PHL,DOH,QR,Passengers,11728
2,IAH,QRO,YV,Passengers,11694
2,EWR,YVR,AC,Passengers,11684
2,EWR,HKG,CX,Passengers,11641
2,LAX,LIM,LP,Passengers,11629
2,LAX,NRT,SQ,Passengers,11586
2,LAX,PEK,AA,Passengers,11572
2,HNL,NRT,NH,Passengers,11565
2,SEA,NRT,DL,Passengers,11558
2,MIA,YUL,RV,Passengers,11534
2,EWR,CDG,UA,Passengers,11508
2,PHL,PUJ,AA,Passengers,11504
2,IAD,YYZ,YV,Passengers,11495
2,LAX,PVG,UA,Passengers,11485
2,ORD,ICN,KE,Passengers,11483
2,EWR,ATH,EK,Passengers,11452
2,BOS,HKG,CX,Passengers,11445
2,EWR,EZE,UA,Passengers,11432
2,BOS,YTZ,PD,Passengers,11430
2,LAX,NRT,AA,Passengers,11421
2,JFK,EZE,AR,Passengers,11420
2,MIA,UVF,AA,Passengers,11391
2,LAX,SVO,SU,Passengers,11390
2,LAX,DOH,QR,Passengers,11351
2,MSP,YWG,DL,Passengers,11250
2,LAX,NRT,JL,Passengers,11332
2,MIA,BZE,AA,Passengers,11327
2,HNL,NGO,JL,Passengers,11313
2,ORD,MEX,UA,Passengers,11251
2,LAX,GDL,AM,Passengers,11242
2,IAH,NRT,NH,Passengers,11236
2,SFO,HKG,SQ,Passengers,11232
2,LAX,MEL,UA,Passengers,11205
2,LAX,MUC,LH,Passengers,11196
2,IAD,BRU,UA,Passengers,11189
2,MIA,CCS,AA,Passengers,11186
2,ORD,HKG,CX,Passengers,11149
2,SEA,YVR,QK,Passengers,11144
2,HNL,KIX,DL,Passengers,11135
2,IAD,DOH,QR,Passengers,11105
2,IAH,DOH,QR,Passengers,11096
2,LAX,NAN,FJ,Passengers,11095
2,DEN,YVR,UA,Passengers,11092
2,GUM,NGO,UA,Passengers,11078
2,SFO,NRT,NH,Passengers,11065
2,LAX,HND,NH,Passengers,11063
2,IAH,NRT,UA,Passengers,11057
2,ATL,GCM,DL,Passengers,11056
2,FLL,NAS,UP,Passengers,11044
2,JFK,CDG,DL,Passengers,11027
2,LAX,BNE,VA,Passengers,11022
2,ATL,LIM,DL,Passengers,11019
2,JFK,GYE,XL,Passengers,11008
2,SAN,YVR,QK,Passengers,10996
2,IAH,ISL,TK,Passengers,10976
2,IAH,YYZ,AC,Passengers,10958
2,JFK,LIS,TP,Passengers,10933
2,MIA,ANU,AA,Passengers,10918
2,BOS,CDG,AF,Passengers,10909
2,STL,CUN,F9,Passengers,10489
2,LAX,PVG,AA,Passengers,10877
2,JFK,MXP,DL,Passengers,10847
2,SAN,LHR,BA,Passengers,10844
2,BOS,MUC,LH,Passengers,10833
2,HNL,SYD,QF,Passengers,10832
2,EWR,BCN,DY,Passengers,10831
2,IAH,AKL,NZ,Passengers,10830
2,MIA,POP,AA,Passengers,10818
2,DTW,PEK,DL,Passengers,10800
2,IAH,SCL,UA,Passengers,10754
2,SFO,HND,UA,Passengers,10739
2,JFK,DUB,DL,Passengers,10733
2,MSP,HND,DL,Passengers,10718
2,BOS,YUL,QK,Passengers,10717
2,EWR,MUC,LH,Passengers,10713
2,EWR,PTY,UA,Passengers,10698
2,OGG,YYC,WS,Passengers,10691
2,FLL,PAP,B6,Passengers,10684
2,SJU,PTY,CM,Passengers,10679
2,IAH,FRA,UA,Passengers,10676
2,JFK,BCN,DL,Passengers,10673
2,ATL,PVG,DL,Passengers,10653
2,JFK,HEL,AY,Passengers,10653
2,ORD,SJD,AA,Passengers,10652
2,IAH,BJX,YV,Passengers,10624
2,FLL,HAV,B6,Passengers,10619
2,MIA,MAD,UX,Passengers,10607
2,JFK,KWI,KU,Passengers,10601
2,HNL,PVG,MU,Passengers,10582
2,SEA,FRA,LH,Passengers,10573
2,IAH,GRU,UA,Passengers,10567
2,PDX,YVR,QK,Passengers,10548
2,MSP,CDG,DL,Passengers,10538
2,SFO,DUB,EI,Passengers,10509
2,ATL,AUA,DL,Passengers,10500
2,MIA,SKB,AA,Passengers,10499
2,FLL,CUN,NK,Passengers,10465
2,SFO,HND,JL,Passengers,10459
2,MIA,GRU,O6,Passengers,10433
2,MCO,GRU,DL,Passengers,10401
2,JFK,ORY,AF,Passengers,10400
2,HNL,ICN,HA,Passengers,10368
2,MCO,SJO,B6,Passengers,10365
2,MIA,MVD,AA,Passengers,10352
2,EWR,AMS,UA,Passengers,10349
2,MIA,HAV,DL,Passengers,10344
2,ORD,PVG,UA,Passengers,10336
2,ATL,SCL,DL,Passengers,10296
2,LAX,PVG,DL,Passengers,10248
2,IAH,YYC,WS,Passengers,10234
2,ORD,CUN,F9,Passengers,9986
2,LAX,GDL,4O,Passengers,10144
2,PHL,LHR,BA,Passengers,10129
2,IAH,GIG,UA,Passengers,10111
2,JFK,KEF,FI,Passengers,10078
2,EWR,DUB,UA,Passengers,10064
2,JFK,MAN,VS,Passengers,10044
2,LAX,SJO,DL,Passengers,10041
2,IAD,CUN,UA,Passengers,10036
2,LAX,GUA,DL,Passengers,10016
2,DFW,PEK,AA,Passengers,9992
2,HNL,MNL,PR,Passengers,9983
2,IAD,AUH,EY,Passengers,9980
2,DCA,YYZ,KV,Passengers,9976
2,HNL,SYD,HA,Passengers,9966
2,ORD,PVG,MU,Passengers,9930
2,IAH,GDL,UA,Passengers,9926
2,DFW,GDL,AA,Passengers,9901
2,JFK,MEX,DL,Passengers,9878
2,SEA,ICN,OZ,Passengers,9852
2,MCO,LGW,DI,Passengers,9846
2,ORD,PVR,UA,Passengers,9779
2,JFK,JNB,SA,Passengers,9766
2,ORD,NRT,NH,Passengers,9757
2,SEA,ICN,DL,Passengers,9756
2,EWR,YUL,KV,Passengers,9756
2,SAN,NRT,JL,Passengers,9734
2,ATL,GIG,DL,Passengers,9733
2,JFK,BCN,AA,Passengers,9715
2,EWR,FRA,UA,Passengers,9709
2,MCO,MEX,B6,Passengers,9708
2,JFK,HND,JL,Passengers,9701
2,AUS,LHR,BA,Passengers,9689
2,FLL,CUN,WN,Passengers,9678
2,BOS,PTY,CM,Passengers,9673
2,LAX,SYD,UA,Passengers,9668
2,DFW,NRT,JL,Passengers,9634
2,IAH,LIM,UA,Passengers,9632
2,IAD,MUC,UA,Passengers,9618
2,SEA,PVR,AS,Passengers,9614
2,IAH,AMS,KL,Passengers,9614
2,DEN,NRT,UA,Passengers,9609
2,IAH,AMS,UA,Passengers,9594
2,JFK,GIG,AA,Passengers,9582
2,IAH,PEK,CA,Passengers,9568
2,CLT,FRA,AA,Passengers,9557
2,JFK,CDG,AA,Passengers,9546
2,SAN,YYZ,RV,Passengers,9526
2,DTW,CUN,NK,Passengers,9523
2,SFO,CAN,CZ,Passengers,9521
2,ORD,MAD,IB,Passengers,9511
2,SEA,YLW,QX,Passengers,9510
2,JFK,KBP,PS,Passengers,9505
2,EWR,TLV,LY,Passengers,9502
2,ATL,LHR,VS,Passengers,9493
2,BOS,KEF,FI,Passengers,9472
2,MCO,YYC,WS,Passengers,9468
2,IAD,NRT,NH,Passengers,9464
2,MSP,PVR,DL,Passengers,9459
2,EWR,HKG,UA,Passengers,9439
2,LAS,ICN,KE,Passengers,9439
2,DEN,MUC,LH,Passengers,9436
2,LAX,SJD,AS,Passengers,9425
2,ORD,MUC,LH,Passengers,9416
2,FLL,CDG,DY,Passengers,9413
2,DTW,FRA,LH,Passengers,9408
2,LAX,KIX,JL,Passengers,9404
2,DFW,MAD,AA,Passengers,9400
2,SFO,ICN,UA,Passengers,9390
2,ATL,UIO,DL,Passengers,9374
2,BOS,YYZ,AC,Passengers,9368
2,IAD,GRU,UA,Passengers,9364
2,LAX,SCL,LA,Passengers,9350
2,JFK,PAP,B6,Passengers,9342
2,JFK,WAW,LO,Passengers,9336
2,SLC,CUN,DL,Passengers,9335
2,LAS,LGW,DI,Passengers,9333
2,IAD,NRT,UA,Passengers,9327
2,JFK,NRT,JL,Passengers,9294
2,IAH,SYD,UA,Passengers,9288
2,SEA,LHR,VS,Passengers,9285
2,DFW,FRA,LH,Passengers,9278
2,GUM,PUS,LJ,Passengers,9258
2,ATL,YUL,9E,Passengers,9242
2,IAD,AMS,KL,Passengers,9240
2,HNL,KIX,TR,Passengers,9214
2,IAD,PEK,UA,Passengers,9211
2,ORD,MBJ,UA,Passengers,9204
2,MCO,MEX,AM,Passengers,9183
2,DEN,SJD,UA,Passengers,9171
2,PHL,YYZ,KV,Passengers,9171
2,JFK,MBJ,DL,Passengers,9161
2,CLT,AUA,AA,Passengers,9153
2,MIA,NAS,UP,Passengers,9116
2,ORD,WAW,LO,Passengers,9106
2,LGA,YUL,9E,Passengers,9090
2,MDW,CUN,WN,Passengers,9082
2,DEN,PVR,UA,Passengers,9081
2,SEA,KEF,FI,Passengers,9071
2,TPA,LGW,BA,Passengers,9057
2,JFK,LGW,BA,Passengers,9048
2,MIA,SAP,AA,Passengers,9035
2,SMF,GDL,AM,Passengers,9024
2,ORD,PUJ,F9,Passengers,8701
2,SFO,CDG,UA,Passengers,9014
2,KOA,YVR,WS,Passengers,8996
2,CLT,MUC,LH,Passengers,8991
2,ATL,SDQ,DL,Passengers,8988
2,LAX,LHR,UA,Passengers,8971
2,JFK,MNL,PR,Passengers,8963
2,TPA,HAV,WN,Passengers,8960
2,ORD,PUJ,UA,Passengers,8955
2,ORD,MEX,4O,Passengers,8954
2,PHX,YVR,WS,Passengers,8944
2,SEA,YYJ,QX,Passengers,8937
2,ORD,YUL,KV,Passengers,8891
2,SJC,GDL,AS,Passengers,8879
2,ORD,NRT,JL,Passengers,8873
2,LAX,CUN,DL,Passengers,8860
2,JFK,BRU,SN,Passengers,8856
2,JFK,ZRH,DL,Passengers,8852
2,EWR,ARN,SK,Passengers,8851
2,FAT,GDL,Y4,Passengers,8850
2,IAD,YOW,YV,Passengers,8808
2,LAX,MEL,VA,Passengers,8804
2,ATL,FRA,DL,Passengers,8791
2,SFO,CPH,SK,Passengers,8771
2,LAX,CUN,UA,Passengers,8763
2,JFK,YYZ,9E,Passengers,8763
2,JFK,PLS,B6,Passengers,8743
2,ORD,MUC,UA,Passengers,8741
2,IAH,YVR,UA,Passengers,8733
2,PSP,YEG,WS,Passengers,8714
2,SWF,DUB,D8,Passengers,8713
2,ORD,AMM,RJ,Passengers,8708
2,PHX,CUN,AA,Passengers,8708
2,EWR,MUC,UA,Passengers,8699
2,LAX,GDL,AS,Passengers,8689
2,SFO,PVR,AS,Passengers,8174
2,ATL,PVR,DL,Passengers,8679
2,SJC,YVR,QK,Passengers,8669
2,EWR,POP,UA,Passengers,8650
2,LAX,MEX,Y4,Passengers,8642
2,EWR,STI,UA,Passengers,8639
2,ATL,SJD,DL,Passengers,8621
2,ORD,YYZ,MQ,Passengers,8619
2,HNL,ICN,OZ,Passengers,8615
2,SEA,PVG,DL,Passengers,8592
2,SFO,HKG,HX,Passengers,8590
2,LAS,MEX,AM,Passengers,8585
2,SAT,MEX,4O,Passengers,8573
2,EWR,PLS,UA,Passengers,8571
2,PHL,DUB,AA,Passengers,8570
2,EWR,VIE,OS,Passengers,8559
2,DFW,CDG,AA,Passengers,8550
2,BOS,LHR,VS,Passengers,8549
2,IAH,MEX,5D,Passengers,8548
2,DFW,LHR,BA,Passengers,8537
2,MCO,LIM,LP,Passengers,8536
2,MCO,CUN,DL,Passengers,8509
2,BOS,SDQ,B6,Passengers,8504
2,SEA,ICN,KE,Passengers,8501
2,ATL,MTY,DL,Passengers,8498
2,SRQ,YYZ,RV,Passengers,8496
2,MIA,MEX,4O,Passengers,8488
2,HOU,SJO,WN,Passengers,8474
2,EWR,MAN,UA,Passengers,8471
2,MCO,SDQ,B6,Passengers,8468
2,JFK,NRT,NH,Passengers,8444
2,MIA,YUL,AA,Passengers,8439
2,DFW,YYZ,KV,Passengers,8422
2,DEN,YYZ,AC,Passengers,8414
2,ORD,LGW,DI,Passengers,8408
2,BOS,NRT,JL,Passengers,8401
2,FLL,MDE,NK,Passengers,8399
2,DTW,LHR,DL,Passengers,8391
2,DFW,LIM,AA,Passengers,8378
2,SFO,CUN,UA,Passengers,8356
2,EWR,ZRH,LX,Passengers,8345
2,BWI,PUJ,WN,Passengers,8341
2,LAX,LIM,LA,Passengers,8340
2,GUM,PUS,BX,Passengers,8330
2,ATL,UVF,DL,Passengers,8307
2,EWR,LHR,VS,Passengers,8297
2,IAH,MEX,4O,Passengers,8289
2,JFK,AUA,DL,Passengers,8289
2,ORD,HKG,UA,Passengers,8287
2,DFW,SJO,AA,Passengers,8273
2,LAX,SIN,SQ,Passengers,8248
2,TPA,YYZ,WS,Passengers,8242
2,MIA,SXM,AA,Passengers,8238
2,MCO,DXB,EK,Passengers,8236
2,HOU,LIR,WN,Passengers,8231
2,DFW,CZM,AA,Passengers,8227
2,SFO,SJD,AS,Passengers,7710
2,SPN,PVG,3U,Passengers,8222
2,MSP,SJD,DL,Passengers,8194
2,IAD,CDG,UA,Passengers,8175
2,PHX,YVR,AA,Passengers,8168
2,ORD,ZRH,LX,Passengers,8168
2,EWR,YYZ,EV,Passengers,8167
2,DFW,FRA,AA,Passengers,8162
2,DEN,SJD,WN,Passengers,8152
2,DFW,MEX,4O,Passengers,8148
2,EWR,EDI,UA,Passengers,8135
2,ORD,ICN,OZ,Passengers,8119
2,EWR,LIR,UA,Passengers,8116
2,FLL,SJO,WN,Passengers,8109
2,SFO,SJD,UA,Passengers,8107
2,BOS,ZRH,LX,Passengers,8104
2,JFK,GRU,O6,Passengers,8103
2,LAX,SAL,LR,Passengers,8101
2,LIH,YVR,WS,Passengers,8085
2,DEN,YYC,UA,Passengers,8077
2,DEN,CUN,WN,Passengers,8066
2,SEA,NRT,NH,Passengers,8060
2,BOS,PUJ,B6,Passengers,8058
2,JFK,CMN,AT,Passengers,8045
2,EWR,ZRH,UA,Passengers,8032
2,SLC,AMS,DL,Passengers,8020
2,HNL,FUK,DL,Passengers,8020
2,BOS,ISL,TK,Passengers,8011
2,PHL,MAD,AA,Passengers,7988
2,ORD,TPE,BR,Passengers,7971
2,ATL,BZE,DL,Passengers,7969
2,EWR,CPH,SK,Passengers,7944
2,ATL,LHR,BA,Passengers,7942
2,DEN,CUN,F9,Passengers,7941
2,SEA,PEK,HU,Passengers,7937
2,IAH,YEG,UA,Passengers,7917
2,GUM,MNL,PR,Passengers,7899
2,SFO,YUL,AC,Passengers,7882
2,SMF,GDL,Y4,Passengers,7874
2,JFK,HND,NH,Passengers,7866
2,ORD,HND,NH,Passengers,7851
2,SEA,CUN,AS,Passengers,7838
2,JFK,MAD,AA,Passengers,7831
2,ATL,BOG,DL,Passengers,7829
2,MIA,BOG,4C,Passengers,7821
2,EWR,PEK,CA,Passengers,7812
2,MIA,BSB,AA,Passengers,7805
2,SJC,GDL,Y4,Passengers,7778
2,JFK,CUN,4O,Passengers,7775
2,FLL,SDQ,B6,Passengers,7774
2,SAN,SJD,AS,Passengers,7737
2,LAX,SAL,DL,Passengers,7726
2,MIA,SVO,SU,Passengers,7724
2,IAD,ZRH,UA,Passengers,7720
2,MIA,SAL,AA,Passengers,7706
2,ORD,NRT,UA,Passengers,7692
2,JFK,SXM,DL,Passengers,7689
2,MCO,GIG,JJ,Passengers,7687
2,EWR,LIS,TP,Passengers,7684
2,GUM,MNL,UA,Passengers,7683
2,ATL,SAL,DL,Passengers,7675
2,PHL,YYZ,PT,Passengers,7668
2,SFO,PVR,UA,Passengers,7664
2,MIA,MXP,AA,Passengers,7661
2,ATL,PTY,DL,Passengers,7654
2,MSP,MBJ,DL,Passengers,7653
2,JFK,BRU,DL,Passengers,7650
2,EWR,BCN,UA,Passengers,7650
2,JFK,OSL,DY,Passengers,7649
2,EWR,OSL,SK,Passengers,7641
2,IAH,MID,UA,Passengers,7637
2,MSP,MBJ,SY,Passengers,7636
2,FLL,YOW,AC,Passengers,7631
2,IAH,CDG,AF,Passengers,7631
2,PDX,AMS,DL,Passengers,7605
2,BWI,AUA,WN,Passengers,7604
2,SEA,PEK,DL,Passengers,7597
2,LAX,PVR,DL,Passengers,7588
2,MIA,STI,AA,Passengers,7576
2,ONT,GDL,Y4,Passengers,7573
2,FLL,PUJ,B6,Passengers,7573
2,EWR,TXL,UA,Passengers,7565
2,JFK,YVR,CX,Passengers,7563
2,JFK,GEO,BW,Passengers,7563
2,ORD,SJO,UA,Passengers,7558
2,FLL,SDQ,NK,Passengers,7557
2,LAX,YYZ,WS,Passengers,7555
2,IAD,ACC,SA,Passengers,7546
2,TPA,FRA,LH,Passengers,7540
2,BOS,NAS,B6,Passengers,7532
2,DEN,YEG,OO,Passengers,7476
2,JFK,PTP,D8,Passengers,7468
2,LAX,YVR,CP,Passengers,7462
2,JFK,FRA,DL,Passengers,7451
2,HNL,NGO,DL,Passengers,7445
2,MIA,GND,AA,Passengers,7436
2,BWI,LHR,BA,Passengers,7431
2,OAK,GDL,Y4,Passengers,7420
2,FLL,MBJ,B6,Passengers,7410
2,ATL,PLS,DL,Passengers,7399
2,MIA,VVI,AA,Passengers,7377
2,SLC,YYZ,DL,Passengers,7370
2,EWR,MXP,UA,Passengers,7353
2,FLL,CUN,B6,Passengers,7338
2,BOS,CUN,DL,Passengers,7338
2,PSP,YVR,AC,Passengers,7338
2,LAX,ZIH,AS,Passengers,7338
2,FLL,GYE,NK,Passengers,7333
2,PHL,MAN,AA,Passengers,7329
2,ORD,GDL,AM,Passengers,7324
2,BOS,CUN,B6,Passengers,7321
2,EWR,STI,B6,Passengers,7309
2,JFK,POP,B6,Passengers,7307
2,ATL,FCO,DL,Passengers,7299
2,DFW,BZE,AA,Passengers,7294
2,DFW,GUA,AA,Passengers,7287
2,ORD,AMS,KL,Passengers,7280
2,RDU,LHR,AA,Passengers,7268
2,JFK,MAN,MT,Passengers,7267
2,MIA,YYZ,WS,Passengers,7260
2,JFK,SAL,TA,Passengers,7255
2,IAH,YYC,QK,Passengers,7237
2,ORD,SJD,UA,Passengers,7237
2,CLT,SXM,AA,Passengers,7232
2,MIA,BLA,9V,Passengers,7225
2,LAX,YEG,WS,Passengers,7186
2,MIA,FPO,YX,Passengers,7162
2,IAH,SAP,UA,Passengers,7152
2,LAX,GRU,AA,Passengers,7132
2,MIA,NAS,AA,Passengers,7128
2,PSP,YYC,AC,Passengers,7123
2,BOS,STI,B6,Passengers,7122
2,BOS,LIS,TP,Passengers,7111
2,JFK,FDF,D8,Passengers,7110
2,FLL,BOG,NK,Passengers,7104
2,MIA,GIG,JJ,Passengers,7104
2,FLL,SAP,NK,Passengers,7102
2,PHX,YVR,AC,Passengers,7099
2,ATL,STR,DL,Passengers,7095
2,ORD,YYC,OO,Passengers,7090
2,MCO,YOW,AC,Passengers,7083
2,MDW,MLM,Y4,Passengers,7077
2,LAX,LIR,AS,Passengers,7076
2,FLL,DXB,EK,Passengers,7070
2,JFK,GCM,B6,Passengers,7065
2,SAN,YYC,WS,Passengers,7057
2,CLT,YUL,YX,Passengers,7048
2,PDX,NRT,DL,Passengers,7046
2,DFW,ICN,KE,Passengers,7045
2,MIA,MDE,AV,Passengers,7031
2,ATL,MUC,DL,Passengers,7029
2,DTW,FRA,DL,Passengers,7024
2,OAK,LGW,DI,Passengers,7023
2,MDW,PUJ,WN,Passengers,7012
2,MSP,PVR,SY,Passengers,7010
2,SEA,YYC,QX,Passengers,7007
2,JFK,UVF,B6,Passengers,6990
2,MIA,SNU,AA,Passengers,6983
2,FLL,SJO,B6,Passengers,6982
2,DEN,PVR,WN,Passengers,6981
2,LAX,VIE,OS,Passengers,6958
2,JFK,SXM,B6,Passengers,6940
2,JFK,MAD,DY,Passengers,6927
2,DFW,YYC,MQ,Passengers,6904
2,FLL,PUJ,WN,Passengers,6902
2,LAX,ARN,SK,Passengers,6897
2,HOU,SJD,WN,Passengers,6895
2,BOS,PEK,HU,Passengers,6878
2,SEA,CDG,DL,Passengers,6877
2,JFK,PLS,DL,Passengers,6874
2,MCO,BOG,AV,Passengers,6871
2,MCO,BSB,G3,Passengers,6866
2,ATL,SAP,DL,Passengers,6855
2,KOA,NRT,JL,Passengers,6851
2,MSP,YYZ,KV,Passengers,6848
2,MIA,PLS,AA,Passengers,6834
2,FLL,LIM,B6,Passengers,6831
2,LAX,MZT,AS,Passengers,6827
2,LAX,PVR,AS,Passengers,6823
2,ATL,DUS,DL,Passengers,6803
2,FLL,GUA,NK,Passengers,6801
2,HNL,CTS,HA,Passengers,6800
2,ORD,CUN,NK,Passengers,6798
2,ORD,CDG,UA,Passengers,6797
2,MDW,MBJ,WN,Passengers,6788
2,BNA,YYZ,ZX,Passengers,6778
2,SJC,NRT,NH,Passengers,6778
2,EWR,LIS,UA,Passengers,6772
2,PHX,YYC,AC,Passengers,6770
2,LAS,YYC,RV,Passengers,6764
2,SLC,SJD,DL,Passengers,6764
2,FAT,GDL,AM,Passengers,6763
2,SFO,KIX,UA,Passengers,6759
2,IAH,RTB,UA,Passengers,6757
2,FLL,UIO,B6,Passengers,6735
2,JFK,MUC,LH,Passengers,6732
2,MIA,HOG,AA,Passengers,6725
2,MIA,CLO,AA,Passengers,6719
2,JFK,POS,B6,Passengers,6718
2,FLL,YUL,TS,Passengers,6711
2,ORD,YVR,UA,Passengers,6701
2,MIA,PLS,YX,Passengers,6699
2,ATL,FRA,LH,Passengers,6697
2,FLL,BOG,AV,Passengers,6697
2,FLL,YYZ,TS,Passengers,6696
2,PHL,FRA,LH,Passengers,6695
2,SJC,SJD,AS,Passengers,6684
2,SFO,GDL,AM,Passengers,6673
2,SPN,PEK,MU,Passengers,6670
2,JFK,MXP,AZ,Passengers,6667
2,ATL,ISL,TK,Passengers,6664
2,CLT,SJO,AA,Passengers,6652
2,EWR,SDQ,B6,Passengers,6649
2,ATL,KIN,DL,Passengers,6643
2,IAD,KEF,FI,Passengers,6621
2,SFO,YYC,QK,Passengers,6620
2,MIA,MXP,IG,Passengers,6612
2,IAD,PEK,CA,Passengers,6612
2,MIA,BSB,G3,Passengers,6611
2,SFO,WUH,CZ,Passengers,6585
2,JFK,FCO,DL,Passengers,6584
2,IAD,HKG,CX,Passengers,6570
2,SLC,MEX,DL,Passengers,6556
2,LAX,SJD,AA,Passengers,6529
2,MIA,CTG,AA,Passengers,6526
2,MIA,FOR,G3,Passengers,6523
2,SEA,MEX,AM,Passengers,6519
2,MIA,LIR,AA,Passengers,6512
2,BOS,PVG,HU,Passengers,6508
2,MSP,YWG,OO,Passengers,6504
2,ORD,MEX,Y4,Passengers,6496
2,IAH,POS,UA,Passengers,6476
2,ORD,MBJ,AA,Passengers,6474
2,LAS,GDL,Y4,Passengers,6469
2,HOU,PVR,WN,Passengers,6466
2,ATL,CUN,WN,Passengers,6463
2,JFK,SAL,LR,Passengers,6452
2,EWR,SIN,SQ,Passengers,6450
2,SEA,YYZ,AC,Passengers,6445
2,JFK,GVA,LX,Passengers,6442
2,SAN,SJD,WN,Passengers,6414
2,FLL,PTY,NK,Passengers,6414
2,BOS,YYZ,WS,Passengers,6388
2,HNL,SYD,JQ,Passengers,6384
2,SEA,YVR,AS,Passengers,6383
2,MCO,BOG,B6,Passengers,6376
2,PHL,YOW,PT,Passengers,6360
2,MDW,YTZ,PD,Passengers,6349
2,LAX,LTO,AS,Passengers,6349
2,FLL,OSL,DY,Passengers,6329
2,JFK,KIN,DL,Passengers,6320
2,IAD,BOG,AV,Passengers,6307
2,HOU,BZE,WN,Passengers,6304
2,ORD,CPH,SK,Passengers,6299
2,RDU,CDG,DL,Passengers,6286
2,STL,CUN,WN,Passengers,6270
2,LAX,SHE,CZ,Passengers,6261
2,ATL,MAN,VS,Passengers,6257
2,LAX,AMS,DL,Passengers,6254
2,LAX,BCN,DY,Passengers,6248
2,MCO,FOR,G3,Passengers,6247
2,MCO,AMS,DL,Passengers,6246
2,MSP,YYC,DL,Passengers,6182
2,DFW,MEX,5D,Passengers,6233
2,MIA,CTG,AV,Passengers,6225
2,MIA,BDA,AA,Passengers,6219
2,LAS,MEX,Y4,Passengers,6215
2,LGA,YUL,MQ,Passengers,6194
2,MIA,CLO,AV,Passengers,6192
2,LAX,MEX,AA,Passengers,6189
2,MIA,TGU,AA,Passengers,6169
2,ATL,CZM,DL,Passengers,6169
2,MSP,LHR,DL,Passengers,6159
2,DTW,MEX,DL,Passengers,6149
2,MCO,MEX,4O,Passengers,6144
2,PDX,GDL,Y4,Passengers,6136
2,PBI,YUL,AC,Passengers,6134
2,FLL,CTG,B6,Passengers,6116
2,IAH,MUC,UA,Passengers,6105
2,LAS,GDL,4O,Passengers,6105
2,IAD,YYZ,ZX,Passengers,6102
2,MCO,YYZ,WG,Passengers,6096
2,IAH,GDL,YV,Passengers,6084
2,DFW,LIR,AA,Passengers,6067
2,LAX,MEX,DL,Passengers,6066
2,ORD,GDL,4O,Passengers,6065
2,FLL,AUA,B6,Passengers,6060
2,EWR,MAD,UA,Passengers,6056
2,SLC,CDG,DL,Passengers,6052
2,EWR,GVA,UA,Passengers,6051
2,DEN,YVR,QK,Passengers,6047
2,MCO,KEF,FI,Passengers,6045
2,LAX,GUA,LR,Passengers,6035
2,ORD,YVR,AA,Passengers,6019
2,EWR,SAL,TA,Passengers,6010
2,MIA,GCM,KX,Passengers,6009
2,IAH,UIO,UA,Passengers,6006
2,ORD,BZE,UA,Passengers,5987
2,DTW,CDG,AF,Passengers,5981
2,MIA,POS,BW,Passengers,5977
2,SFO,MEL,QF,Passengers,5975
2,MSY,LHR,BA,Passengers,5972
2,IAD,LHR,VS,Passengers,5969
2,IAD,CPH,SK,Passengers,5969
2,MIA,CPH,SK,Passengers,5960
2,FLL,CTG,NK,Passengers,5959
2,FLL,LIM,NK,Passengers,5953
2,GUM,KIX,UA,Passengers,5937
2,FLL,PLS,WN,Passengers,5932
2,SEA,YYJ,CP,Passengers,5929
2,IAD,MEX,UA,Passengers,5928
2,MIA,BAQ,AA,Passengers,5926
2,JFK,ANU,AA,Passengers,5924
2,DEN,LGW,DI,Passengers,5910
2,ATL,SXM,DL,Passengers,5886
2,PHL,CDG,AA,Passengers,5883
2,MIA,AMS,KL,Passengers,5882
2,FLL,AUA,WN,Passengers,5875
2,ORD,KEF,FI,Passengers,5871
2,SEA,YYC,CP,Passengers,5865
2,IAD,DEL,AI,Passengers,5861
2,FLL,YQB,TS,Passengers,5857
2,PHL,SXM,AA,Passengers,5847
2,MCO,DUB,EI,Passengers,5843
2,MSY,YYZ,KV,Passengers,5842
2,BWI,CUN,NK,Passengers,5833
2,LAX,PVR,WN,Passengers,5828
2,SNA,YVR,WS,Passengers,5821
2,MIA,HEL,AY,Passengers,5816
2,LAS,MEX,4O,Passengers,5808
2,JFK,MEX,B6,Passengers,5799
2,SFO,YYC,OO,Passengers,5762
2,ATL,LOS,DL,Passengers,5749
2,PHX,SJO,AA,Passengers,5747
2,EWR,FCO,UA,Passengers,5746
2,JFK,NBO,KQ,Passengers,5744
2,IAD,AMS,UA,Passengers,5722
2,BOS,BCN,IB,Passengers,5707
2,MSP,YXE,OO,Passengers,5697
2,FLL,BZE,WN,Passengers,5692
2,LAS,YEG,RV,Passengers,5688
2,BOS,CDG,DL,Passengers,5687
2,MCO,LIM,TQQ,Passengers,5683
2,MCO,SJO,NK,Passengers,5680
2,DTW,YUL,G7,Passengers,5678
2,PHX,MEX,AA,Passengers,5668
2,EWR,YYC,AC,Passengers,5607
2,DFW,QRO,MQ,Passengers,5651
2,HNL,MEL,JQ,Passengers,5643
2,SFO,GDL,4O,Passengers,5640
2,JFK,JED,SV,Passengers,5639
2,MIA,GGT,YX,Passengers,5633
2,EWR,SXM,UA,Passengers,5633
